Order_ID,Order_Date,Customer_ID,Category,Product,Region,City,Quantity,Unit_Price,Discount,Sales,Cost,Profit,Payment_Method,Customer_Segment
ORD-02708,2025-01-30,CUST-0930,Home & Kitchen,Cookware Set,West,Ahmedabad,3,152.19,0.0,456.57,340.0,116.57,UPI,Consumer
ORD-03371,2025-01-30,CUST-0816,Office Supplies,Calculator,East,Kolkata,6,28.57,0.05,162.85,119.62,43.23,Debit Card,Consumer
ORD-02591,2025-01-30,CUST-1083,Home & Kitchen,Blender,Central,Indore,1,115.3,0.05,109.54,85.74,23.8,Bank Transfer,Consumer
ORD-03796,2025-01-30,CUST-0581,Clothing,Jeans,Central,Nagpur,5,57.69,0.15,245.18,171.41,73.77,Credit Card,Consumer
ORD-00534,2025-01-31,CUST-0502,Clothing,Sneakers,South,Chennai,2,29.7,0.0,59.4,43.54,15.86,Credit Card,Consumer
ORD-01166,2025-01-31,CUST-1162,Furniture,Desk,South,Hyderabad,4,303.15,0.05,1151.97,824.02,327.95,Credit Card,Consumer
ORD-02173,2025-01-31,CUST-1062,Clothing,Backpack,West,Mumbai,5,53.5,0.0,267.5,176.28,91.22,Debit Card,Consumer
ORD-00694,2025-01-31,CUST-1184,Clothing,Jeans,Central,Indore,3,55.22,0.0,165.66,122.81,42.85,Bank Transfer,Small Business
ORD-01705,2025-01-31,CUST-0023,Office Supplies,Pen Set,East,Bhubaneswar,1,36.31,0.1,32.68,18.96,13.72,Credit Card,Corporate
ORD-02516,2025-01-31,CUST-0669,Home & Kitchen,Cookware Set,Central,Nagpur,6,113.46,0.15,578.65,435.71,142.94,UPI,Small Business
ORD-02601,2025-01-31,CUST-0948,Clothing,Jacket,East,Bhubaneswar,2,64.42,0.1,115.96,83.99,31.97,UPI,Consumer
ORD-02640,2025-01-31,CUST-1069,Home & Kitchen,Cookware Set,South,Bengaluru,6,82.07,0.15,418.56,290.75,127.81,Credit Card,Corporate
ORD-02624,2025-01-31,CUST-0250,Electronics,Laptop,East,Bhubaneswar,6,324.09,0.0,1944.54,1514.34,430.2,UPI,Corporate
ORD-02565,2025-01-31,CUST-0343,Electronics,Monitor,South,Hyderabad,6,403.87,0.0,2423.22,1624.57,798.65,Debit Card,Consumer
ORD-01378,2025-01-31,CUST-0190,Furniture,Bookshelf,West,Mumbai,5,411.48,0.15,1748.79,1241.68,507.11,Cash,Consumer
ORD-01215,2025-01-31,CUST-0476,Furniture,Bookshelf,Central,Nagpur,7,232.65,0.05,1547.12,971.53,575.59,Bank Transfer,Consumer
ORD-00934,2025-01-31,CUST-0304,Home & Kitchen,Cookware Set,Central,Indore,4,107.56,0.0,430.24,316.1,114.14,UPI,Consumer
ORD-01153,2025-01-31,CUST-0562,Home & Kitchen,Coffee Maker,East,Kolkata,7,127.77,0.2,715.51,542.22,173.29,Credit Card,Corporate
ORD-04088,2025-01-31,CUST-0950,Electronics,Headphones,Central,Nagpur,8,483.4,0.1,3480.48,2158.76,1321.72,UPI,Corporate
ORD-02435,2025-02-01,CUST-0700,Office Supplies,Stapler,West,Pune,7,29.58,0.0,207.06,166.64,40.42,Credit Card,Consumer
ORD-00460,2025-02-01,CUST-1025,Office Supplies,Notebook,East,Bhubaneswar,7,36.6,0.15,217.77,130.52,87.25,UPI,Corporate
ORD-03669,2025-02-01,CUST-0478,Office Supplies,Printer Paper,Central,Indore,3,23.06,0.2,55.34,46.25,9.09,Debit Card,Corporate
ORD-00550,2025-02-01,CUST-0204,Electronics,Headphones,North,Jaipur,1,365.65,0.0,365.65,222.33,143.32,Cash,Consumer
ORD-00339,2025-02-01,CUST-1062,Clothing,Jeans,Central,Bhopal,1,21.85,0.1,19.67,14.49,5.18,Cash,Consumer
ORD-01862,2025-02-01,CUST-0017,Furniture,Desk,East,Kolkata,6,153.67,0.0,922.02,539.32,382.7,Credit Card,Corporate
ORD-01889,2025-02-01,CUST-0328,Electronics,Monitor,East,Bhubaneswar,6,561.01,0.05,3197.76,2002.65,1195.11,Credit Card,Corporate
ORD-00890,2025-02-01,CUST-0316,Office Supplies,Calculator,Central,Nagpur,1,30.44,0.2,24.35,14.33,10.02,Debit Card,Small Business
ORD-02990,2025-02-01,CUST-1045,Office Supplies,Pen Set,Central,Indore,8,29.89,0.1,215.21,149.36,65.85,Credit Card,Consumer
ORD-02717,2025-02-01,CUST-1016,Furniture,Cabinet,South,Bengaluru,3,270.21,0.05,770.1,524.5,245.6,UPI,Small Business
ORD-02469,2025-02-01,CUST-0209,Electronics,Smartphone,South,Chennai,4,379.87,0.05,1443.51,1110.79,332.72,Credit Card,Small Business
ORD-04049,2025-02-01,CUST-0269,Furniture,Office Chair,East,Kolkata,7,417.24,0.0,2920.68,2262.3,658.38,Cash,Consumer
ORD-02507,2025-02-01,CUST-0608,Home & Kitchen,Blender,Central,Indore,4,88.09,0.05,334.74,239.98,94.76,UPI,Consumer
ORD-00762,2025-02-01,CUST-0001,Office Supplies,Pen Set,North,Delhi,7,50.82,0.1,320.17,257.54,62.63,Debit Card,Consumer
ORD-04955,2025-02-01,CUST-0225,Home & Kitchen,Toaster,Central,Bhopal,5,173.4,0.1,780.3,612.82,167.48,Bank Transfer,Corporate
ORD-03623,2025-02-01,CUST-0640,Office Supplies,Calculator,West,Ahmedabad,3,39.71,0.05,113.17,68.23,44.94,UPI,Consumer
ORD-01874,2025-02-01,CUST-0957,Home & Kitchen,Coffee Maker,Central,Nagpur,8,120.82,0.0,966.56,826.32,140.24,UPI,Consumer
ORD-01197,2025-02-01,CUST-1002,Electronics,Laptop,West,Pune,3,508.95,0.05,1450.51,1081.54,368.97,UPI,Small Business
ORD-04962,2025-02-01,CUST-0973,Electronics,Laptop,East,Kolkata,5,410.82,0.05,1951.39,1258.74,692.65,Cash,Corporate
ORD-02263,2025-02-02,CUST-0224,Electronics,Headphones,East,Kolkata,3,396.84,0.05,1130.99,932.78,198.21,Bank Transfer,Consumer
ORD-00643,2025-02-02,CUST-1157,Furniture,Office Chair,South,Chennai,2,158.55,0.0,317.1,193.38,123.72,UPI,Consumer
ORD-00718,2025-02-02,CUST-0517,Furniture,Desk,Central,Nagpur,1,364.87,0.05,346.63,292.67,53.96,UPI,Small Business
ORD-03318,2025-02-02,CUST-0778,Office Supplies,Notebook,Central,Bhopal,6,38.81,0.15,197.93,121.67,76.26,Cash,Corporate
ORD-04309,2025-02-02,CUST-0555,Electronics,Headphones,Central,Indore,6,312.92,0.05,1783.64,1416.83,366.81,Bank Transfer,Corporate
ORD-02867,2025-02-02,CUST-0997,Electronics,Headphones,South,Hyderabad,4,607.07,0.0,2428.28,1985.69,442.59,UPI,Small Business
ORD-00009,2025-02-02,CUST-0726,Clothing,Sneakers,North,Jaipur,8,82.03,0.1,590.62,440.34,150.28,Bank Transfer,Consumer
ORD-04739,2025-02-02,CUST-0505,Electronics,Keyboard,Central,Nagpur,1,527.99,0.05,501.59,351.69,149.9,Debit Card,Consumer
ORD-00576,2025-02-03,CUST-0344,Office Supplies,Pen Set,East,Kolkata,4,27.84,0.05,105.79,90.34,15.45,Bank Transfer,Consumer
ORD-01216,2025-02-03,CUST-0366,Office Supplies,Stapler,North,Chandigarh,2,33.99,0.0,67.98,48.98,19.0,UPI,Consumer
ORD-04599,2025-02-03,CUST-1186,Electronics,Laptop,East,Bhubaneswar,6,355.52,0.1,1919.81,1381.57,538.24,Cash,Consumer
ORD-03002,2025-02-03,CUST-1167,Office Supplies,Printer Paper,North,Delhi,5,39.42,0.0,197.1,168.89,28.21,UPI,Corporate
ORD-02128,2025-02-03,CUST-1061,Office Supplies,Printer Paper,South,Bengaluru,4,21.91,0.1,78.88,62.85,16.03,UPI,Consumer
ORD-04557,2025-02-03,CUST-1188,Electronics,Keyboard,South,Hyderabad,3,310.03,0.05,883.59,751.6,131.99,Credit Card,Consumer
ORD-01532,2025-02-03,CUST-0908,Clothing,Jacket,North,Jaipur,2,68.36,0.1,123.05,97.91,25.14,Debit Card,Consumer
ORD-01809,2025-02-03,CUST-1149,Home & Kitchen,Blender,West,Mumbai,3,163.6,0.1,441.72,364.26,77.46,UPI,Consumer
ORD-00420,2025-02-04,CUST-0374,Furniture,Office Chair,East,Guwahati,7,242.53,0.0,1697.71,1400.28,297.43,UPI,Consumer
ORD-01776,2025-02-04,CUST-0171,Electronics,Keyboard,East,Kolkata,2,516.18,0.2,825.89,547.82,278.07,Credit Card,Consumer
ORD-00959,2025-02-04,CUST-0560,Electronics,Keyboard,Central,Indore,1,435.27,0.15,369.98,300.37,69.61,UPI,Consumer
ORD-00005,2025-02-04,CUST-0566,Clothing,Sneakers,Central,Nagpur,6,42.1,0.1,227.34,158.92,68.42,UPI,Consumer
ORD-04305,2025-02-04,CUST-0061,Clothing,Backpack,Central,Bhopal,1,61.31,0.05,58.24,48.61,9.63,UPI,Consumer
ORD-04619,2025-02-04,CUST-0359,Office Supplies,Stapler,South,Bengaluru,3,24.61,0.0,73.83,59.43,14.4,Debit Card,Consumer
ORD-04343,2025-02-04,CUST-0770,Home & Kitchen,Cookware Set,North,Chandigarh,4,124.49,0.0,497.96,312.11,185.85,Credit Card,Corporate
ORD-04126,2025-02-04,CUST-1007,Furniture,Table,East,Kolkata,6,302.97,0.05,1726.93,1007.04,719.89,UPI,Small Business
ORD-00795,2025-02-04,CUST-0608,Office Supplies,Stapler,East,Guwahati,7,32.08,0.0,224.56,177.14,47.42,Bank Transfer,Consumer
ORD-01778,2025-02-04,CUST-0979,Furniture,Table,West,Pune,4,245.93,0.0,983.72,701.93,281.79,UPI,Small Business
ORD-03840,2025-02-05,CUST-0412,Clothing,Jacket,West,Mumbai,1,57.21,0.0,57.21,43.3,13.91,Credit Card,Consumer
ORD-01823,2025-02-05,CUST-0757,Furniture,Table,East,Guwahati,1,347.42,0.05,330.05,263.27,66.78,Debit Card,Corporate
ORD-01710,2025-02-05,CUST-0070,Furniture,Bookshelf,West,Mumbai,6,321.95,0.0,1931.7,1597.18,334.52,Cash,Corporate
ORD-02782,2025-02-05,CUST-0797,Furniture,Office Chair,North,Chandigarh,6,397.54,0.0,2385.24,1561.06,824.18,Debit Card,Small Business
ORD-02101,2025-02-05,CUST-0627,Electronics,Laptop,West,Ahmedabad,6,418.48,0.1,2259.79,1837.7,422.09,Debit Card,Consumer
ORD-03716,2025-02-05,CUST-0682,Furniture,Cabinet,East,Guwahati,3,259.52,0.1,700.7,568.56,132.14,Debit Card,Consumer
ORD-03102,2025-02-05,CUST-0291,Electronics,Monitor,Central,Nagpur,1,421.83,0.0,421.83,324.78,97.05,UPI,Consumer
ORD-03358,2025-02-05,CUST-0661,Office Supplies,Pen Set,Central,Nagpur,5,22.77,0.15,96.77,80.23,16.54,Cash,Corporate
ORD-03335,2025-02-05,CUST-0740,Home & Kitchen,Blender,South,Bengaluru,8,137.53,0.05,1045.23,765.56,279.67,Cash,Corporate
ORD-02776,2025-02-05,CUST-1018,Home & Kitchen,Coffee Maker,Central,Nagpur,2,136.69,0.05,259.71,152.5,107.21,Cash,Consumer
ORD-04493,2025-02-05,CUST-0497,Furniture,Bookshelf,South,Hyderabad,2,231.41,0.0,462.82,392.49,70.33,Bank Transfer,Consumer
ORD-04388,2025-02-05,CUST-0717,Electronics,Headphones,East,Guwahati,4,593.81,0.0,2375.24,1439.09,936.15,UPI,Small Business
ORD-02673,2025-02-05,CUST-0058,Furniture,Table,West,Ahmedabad,3,228.62,0.2,548.69,396.66,152.03,Bank Transfer,Corporate
ORD-03529,2025-02-05,CUST-0279,Furniture,Desk,North,Jaipur,7,280.04,0.0,1960.28,1138.53,821.75,Credit Card,Corporate
ORD-04591,2025-02-05,CUST-0463,Electronics,Smartphone,West,Pune,7,435.69,0.0,3049.83,1951.9,1097.93,Credit Card,Corporate
ORD-04166,2025-02-05,CUST-0068,Electronics,Keyboard,North,Jaipur,8,205.77,0.0,1646.16,1056.83,589.33,Credit Card,Consumer
ORD-03945,2025-02-05,CUST-0192,Clothing,T-Shirt,North,Chandigarh,3,61.91,0.05,176.44,120.6,55.84,UPI,Consumer
ORD-04949,2025-02-05,CUST-1000,Clothing,T-Shirt,South,Chennai,6,33.4,0.05,190.38,151.55,38.83,Bank Transfer,Corporate
ORD-03888,2025-02-05,CUST-0815,Furniture,Office Chair,Central,Nagpur,1,229.84,0.0,229.84,147.7,82.14,Credit Card,Consumer
ORD-01881,2025-02-05,CUST-0051,Furniture,Cabinet,North,Jaipur,4,233.44,0.15,793.7,588.04,205.66,Cash,Consumer
ORD-00918,2025-02-05,CUST-0749,Office Supplies,Calculator,Central,Nagpur,7,44.81,0.0,313.67,245.03,68.64,UPI,Corporate
ORD-03057,2025-02-05,CUST-0307,Electronics,Headphones,Central,Indore,1,560.22,0.05,532.21,358.11,174.1,UPI,Corporate
ORD-01191,2025-02-05,CUST-0723,Office Supplies,Pen Set,West,Pune,6,34.77,0.05,198.19,119.33,78.86,UPI,Consumer
ORD-03577,2025-02-05,CUST-0654,Home & Kitchen,Vacuum Cleaner,North,Delhi,7,136.04,0.0,952.28,611.63,340.65,Credit Card,Corporate
ORD-01451,2025-02-05,CUST-0461,Clothing,Jacket,East,Guwahati,6,26.89,0.0,161.34,124.59,36.75,Credit Card,Corporate
ORD-00932,2025-02-06,CUST-0107,Clothing,T-Shirt,Central,Indore,8,53.34,0.0,426.72,281.92,144.8,Debit Card,Consumer
ORD-01930,2025-02-06,CUST-0618,Office Supplies,Calculator,West,Mumbai,1,40.36,0.1,36.32,31.18,5.14,Bank Transfer,Corporate
ORD-01933,2025-02-06,CUST-1178,Electronics,Keyboard,South,Chennai,3,477.92,0.05,1362.07,790.54,571.53,Cash,Consumer
ORD-02839,2025-02-06,CUST-0139,Home & Kitchen,Cookware Set,South,Bengaluru,6,120.52,0.0,723.12,494.12,229.0,Debit Card,Consumer
ORD-01608,2025-02-06,CUST-0466,Office Supplies,Calculator,North,Chandigarh,8,39.84,0.05,302.78,200.19,102.59,Bank Transfer,Small Business
ORD-03566,2025-02-06,CUST-0912,Office Supplies,Calculator,South,Chennai,3,34.9,0.0,104.7,66.03,38.67,UPI,Consumer
ORD-03648,2025-02-06,CUST-0919,Clothing,Jeans,East,Kolkata,7,66.17,0.15,393.71,338.3,55.41,UPI,Consumer
ORD-04426,2025-02-06,CUST-0353,Office Supplies,Stapler,East,Guwahati,5,24.59,0.1,110.66,73.15,37.51,Credit Card,Consumer
ORD-02035,2025-02-06,CUST-0956,Office Supplies,Calculator,North,Jaipur,1,26.69,0.0,26.69,22.18,4.51,Credit Card,Consumer
ORD-02578,2025-02-06,CUST-0316,Furniture,Cabinet,East,Bhubaneswar,5,388.71,0.05,1846.37,1533.56,312.81,Credit Card,Consumer
ORD-01091,2025-02-06,CUST-0105,Home & Kitchen,Vacuum Cleaner,North,Chandigarh,2,116.23,0.0,232.46,156.67,75.79,Debit Card,Small Business
ORD-04919,2025-02-06,CUST-1150,Furniture,Cabinet,North,Jaipur,4,291.69,0.0,1166.76,898.59,268.17,Credit Card,Corporate
ORD-03312,2025-02-07,CUST-0085,Electronics,Laptop,Central,Bhopal,7,336.57,0.05,2238.19,1463.37,774.82,Credit Card,Consumer
ORD-00297,2025-02-07,CUST-0603,Office Supplies,Printer Paper,South,Chennai,7,22.75,0.1,143.33,112.95,30.38,UPI,Consumer
ORD-02943,2025-02-07,CUST-0610,Office Supplies,Notebook,Central,Indore,6,45.17,0.0,271.02,188.76,82.26,Credit Card,Consumer
ORD-04135,2025-02-07,CUST-0264,Electronics,Smartphone,East,Kolkata,7,445.51,0.05,2962.64,2102.49,860.15,Debit Card,Corporate
ORD-03214,2025-02-07,CUST-0973,Clothing,T-Shirt,North,Delhi,1,61.54,0.05,58.46,35.7,22.76,UPI,Small Business
ORD-00983,2025-02-07,CUST-0023,Clothing,T-Shirt,North,Delhi,4,37.52,0.1,135.07,93.29,41.78,UPI,Consumer
ORD-03110,2025-02-07,CUST-0507,Home & Kitchen,Blender,East,Guwahati,4,117.49,0.2,375.97,299.2,76.77,Bank Transfer,Small Business
ORD-04526,2025-02-07,CUST-0275,Office Supplies,Calculator,Central,Indore,4,28.04,0.0,112.16,69.93,42.23,Cash,Consumer
ORD-02886,2025-02-07,CUST-0021,Home & Kitchen,Cookware Set,West,Pune,8,37.33,0.15,253.84,166.84,87.0,UPI,Consumer
ORD-01906,2025-02-07,CUST-1116,Electronics,Headphones,East,Guwahati,5,525.42,0.05,2495.74,2030.12,465.62,Credit Card,Corporate
ORD-01185,2025-02-07,CUST-0286,Clothing,Jacket,East,Bhubaneswar,5,85.94,0.1,386.73,296.51,90.22,UPI,Consumer
ORD-03736,2025-02-07,CUST-1088,Clothing,Backpack,West,Mumbai,5,63.16,0.05,300.01,246.07,53.94,Cash,Small Business
ORD-03831,2025-02-08,CUST-0749,Electronics,Monitor,West,Ahmedabad,1,574.02,0.05,545.32,451.06,94.26,Credit Card,Consumer
ORD-03785,2025-02-08,CUST-1090,Clothing,Jacket,Central,Nagpur,4,38.85,0.0,155.4,99.83,55.57,UPI,Consumer
ORD-01692,2025-02-08,CUST-0665,Office Supplies,Printer Paper,South,Hyderabad,5,36.6,0.0,183.0,143.98,39.02,UPI,Small Business
ORD-03180,2025-02-08,CUST-0989,Office Supplies,Stapler,North,Delhi,3,19.35,0.0,58.05,45.91,12.14,Bank Transfer,Small Business
ORD-03693,2025-02-08,CUST-1116,Office Supplies,Stapler,South,Bengaluru,8,40.09,0.0,320.72,202.67,118.05,Credit Card,Consumer
ORD-00208,2025-02-08,CUST-0210,Furniture,Table,West,Mumbai,1,238.41,0.1,214.57,164.4,50.17,UPI,Small Business
ORD-03879,2025-02-08,CUST-0135,Electronics,Headphones,North,Chandigarh,3,614.06,0.1,1657.96,1293.37,364.59,Credit Card,Corporate
ORD-03892,2025-02-08,CUST-0417,Furniture,Cabinet,North,Delhi,7,212.03,0.05,1410.0,838.5,571.5,UPI,Consumer
ORD-03578,2025-02-08,CUST-0403,Home & Kitchen,Cookware Set,Central,Nagpur,6,96.15,0.05,548.06,409.98,138.08,Debit Card,Corporate
ORD-02629,2025-02-08,CUST-0547,Electronics,Monitor,West,Mumbai,2,580.91,0.2,929.46,794.04,135.42,UPI,Corporate
ORD-04671,2025-02-08,CUST-0514,Clothing,Backpack,Central,Indore,3,55.14,0.0,165.42,134.56,30.86,Credit Card,Small Business
ORD-03655,2025-02-09,CUST-1086,Office Supplies,Calculator,West,Pune,1,31.31,0.15,26.61,21.7,4.91,Debit Card,Corporate
ORD-04610,2025-02-09,CUST-0734,Electronics,Monitor,North,Chandigarh,6,272.35,0.1,1470.69,1226.94,243.75,Credit Card,Corporate
ORD-03513,2025-02-09,CUST-0858,Electronics,Headphones,Central,Bhopal,2,325.37,0.1,585.67,502.03,83.64,Bank Transfer,Consumer
ORD-04282,2025-02-09,CUST-0798,Electronics,Smartphone,Central,Nagpur,5,298.56,0.0,1492.8,1018.49,474.31,UPI,Small Business
ORD-04317,2025-02-09,CUST-0689,Home & Kitchen,Toaster,South,Bengaluru,6,139.89,0.05,797.37,584.63,212.74,UPI,Consumer
ORD-03688,2025-02-09,CUST-0243,Electronics,Laptop,East,Kolkata,8,566.9,0.15,3854.92,2757.64,1097.28,Bank Transfer,Corporate
ORD-02634,2025-02-09,CUST-0642,Home & Kitchen,Blender,Central,Bhopal,1,145.47,0.0,145.47,98.19,47.28,UPI,Consumer
ORD-01140,2025-02-09,CUST-1143,Electronics,Smartphone,North,Delhi,6,227.57,0.05,1297.15,979.56,317.59,Debit Card,Consumer
ORD-04490,2025-02-09,CUST-0336,Clothing,Jacket,Central,Nagpur,3,65.46,0.0,196.38,133.66,62.72,Credit Card,Consumer
ORD-02646,2025-02-09,CUST-0926,Home & Kitchen,Toaster,East,Kolkata,4,133.57,0.0,534.28,358.67,175.61,Bank Transfer,Consumer
ORD-00596,2025-02-09,CUST-0298,Clothing,Jacket,West,Mumbai,8,79.54,0.15,540.87,379.15,161.72,UPI,Consumer
ORD-02254,2025-02-09,CUST-0991,Office Supplies,Notebook,Central,Bhopal,7,28.02,0.05,186.33,130.75,55.58,Debit Card,Consumer
ORD-03732,2025-02-09,CUST-0658,Clothing,Jacket,Central,Indore,3,44.44,0.05,126.65,97.26,29.39,Credit Card,Consumer
ORD-02089,2025-02-10,CUST-0439,Furniture,Cabinet,South,Chennai,4,173.16,0.0,692.64,443.53,249.11,Debit Card,Corporate
ORD-02008,2025-02-10,CUST-0053,Office Supplies,Printer Paper,South,Bengaluru,6,32.11,0.0,192.66,128.73,63.93,UPI,Consumer
ORD-03285,2025-02-10,CUST-0702,Clothing,Jeans,Central,Nagpur,3,49.12,0.05,139.99,92.61,47.38,Cash,Consumer
ORD-01857,2025-02-10,CUST-0688,Office Supplies,Pen Set,Central,Indore,3,34.84,0.05,99.29,71.42,27.87,UPI,Consumer
ORD-01182,2025-02-10,CUST-0845,Clothing,Backpack,North,Delhi,5,62.04,0.0,310.2,207.14,103.06,Debit Card,Consumer
ORD-00226,2025-02-10,CUST-0672,Clothing,Sneakers,West,Ahmedabad,7,86.63,0.0,606.41,502.78,103.63,Debit Card,Corporate
ORD-02643,2025-02-10,CUST-1187,Clothing,Backpack,East,Bhubaneswar,7,82.25,0.0,575.75,478.85,96.9,Cash,Consumer
ORD-02160,2025-02-10,CUST-1013,Furniture,Table,North,Jaipur,8,321.7,0.1,2316.24,1483.05,833.19,Debit Card,Consumer
ORD-04682,2025-02-10,CUST-0199,Clothing,Jeans,South,Hyderabad,7,63.15,0.15,375.74,284.67,91.07,Bank Transfer,Small Business
ORD-04403,2025-02-10,CUST-0900,Electronics,Headphones,North,Chandigarh,3,353.72,0.05,1008.1,691.86,316.24,Credit Card,Consumer
ORD-01749,2025-02-10,CUST-0162,Electronics,Keyboard,Central,Bhopal,3,325.67,0.0,977.01,654.23,322.78,Debit Card,Corporate
ORD-02615,2025-02-10,CUST-0225,Office Supplies,Stapler,East,Guwahati,4,28.27,0.0,113.08,90.41,22.67,UPI,Corporate
ORD-02644,2025-02-11,CUST-1073,Clothing,Jeans,North,Jaipur,7,23.24,0.0,162.68,128.6,34.08,UPI,Consumer
ORD-03856,2025-02-11,CUST-0408,Home & Kitchen,Coffee Maker,North,Chandigarh,6,104.58,0.1,564.73,483.16,81.57,UPI,Consumer
ORD-03503,2025-02-11,CUST-0104,Home & Kitchen,Coffee Maker,East,Kolkata,4,101.25,0.05,384.75,277.42,107.33,UPI,Consumer
ORD-02811,2025-02-11,CUST-0992,Furniture,Office Chair,South,Bengaluru,5,225.89,0.1,1016.5,823.59,192.91,UPI,Consumer
ORD-01092,2025-02-11,CUST-1071,Office Supplies,Stapler,East,Kolkata,3,16.49,0.05,47.0,29.74,17.26,Cash,Consumer
ORD-00453,2025-02-11,CUST-0398,Office Supplies,Pen Set,West,Pune,2,31.01,0.1,55.82,47.91,7.91,UPI,Small Business
ORD-03628,2025-02-11,CUST-0011,Clothing,Sneakers,Central,Nagpur,1,39.71,0.1,35.74,30.17,5.57,Bank Transfer,Consumer
ORD-00064,2025-02-11,CUST-0315,Office Supplies,Notebook,West,Ahmedabad,1,42.71,0.0,42.71,35.53,7.18,Bank Transfer,Corporate
ORD-03178,2025-02-11,CUST-0705,Home & Kitchen,Cookware Set,West,Pune,6,114.1,0.05,650.37,472.97,177.4,UPI,Small Business
ORD-03352,2025-02-11,CUST-0824,Clothing,Jeans,East,Bhubaneswar,8,45.63,0.15,310.28,222.15,88.13,Credit Card,Consumer
ORD-03835,2025-02-11,CUST-0990,Home & Kitchen,Coffee Maker,East,Bhubaneswar,5,110.03,0.0,550.15,472.23,77.92,UPI,Consumer
ORD-01455,2025-02-11,CUST-1047,Office Supplies,Notebook,North,Chandigarh,5,24.0,0.15,102.0,69.7,32.3,Cash,Corporate
ORD-04745,2025-02-11,CUST-0059,Home & Kitchen,Coffee Maker,East,Guwahati,5,156.46,0.0,782.3,469.16,313.14,Cash,Consumer
ORD-03199,2025-02-11,CUST-0059,Electronics,Smartphone,Central,Nagpur,5,386.24,0.05,1834.64,1187.27,647.37,UPI,Corporate
ORD-03977,2025-02-11,CUST-0289,Electronics,Headphones,Central,Indore,5,521.74,0.05,2478.26,2101.14,377.12,Credit Card,Small Business
ORD-03703,2025-02-11,CUST-0750,Home & Kitchen,Vacuum Cleaner,West,Ahmedabad,4,116.8,0.0,467.2,373.08,94.12,Credit Card,Corporate
ORD-00437,2025-02-11,CUST-0518,Furniture,Bookshelf,South,Hyderabad,1,334.8,0.15,284.58,225.99,58.59,UPI,Small Business
ORD-02285,2025-02-11,CUST-0811,Home & Kitchen,Vacuum Cleaner,South,Hyderabad,5,141.0,0.1,634.5,453.94,180.56,Debit Card,Consumer
ORD-00852,2025-02-11,CUST-1086,Clothing,Sneakers,West,Ahmedabad,3,58.09,0.05,165.56,122.18,43.38,Bank Transfer,Consumer
ORD-00646,2025-02-12,CUST-1154,Office Supplies,Stapler,South,Chennai,2,31.33,0.2,50.13,32.1,18.03,Credit Card,Consumer
ORD-00927,2025-02-12,CUST-0090,Clothing,Jeans,Central,Indore,1,72.15,0.2,57.72,44.74,12.98,Debit Card,Consumer
ORD-04742,2025-02-12,CUST-0085,Electronics,Monitor,North,Chandigarh,3,399.09,0.05,1137.41,811.41,326.0,Credit Card,Small Business
ORD-00143,2025-02-12,CUST-0021,Electronics,Headphones,West,Ahmedabad,8,632.74,0.1,4555.73,3307.21,1248.52,Credit Card,Consumer
ORD-03918,2025-02-12,CUST-0410,Clothing,Sneakers,South,Bengaluru,4,60.36,0.15,205.22,175.16,30.06,Cash,Small Business
ORD-03814,2025-02-12,CUST-1126,Clothing,T-Shirt,East,Guwahati,7,79.6,0.0,557.2,395.89,161.31,UPI,Small Business
ORD-01009,2025-02-12,CUST-0647,Electronics,Headphones,North,Chandigarh,8,500.39,0.1,3602.81,2279.48,1323.33,UPI,Consumer
ORD-04101,2025-02-12,CUST-0386,Office Supplies,Stapler,Central,Indore,7,38.71,0.05,257.42,179.69,77.73,Bank Transfer,Consumer
ORD-02706,2025-02-12,CUST-0548,Clothing,Jacket,West,Mumbai,5,87.84,0.1,395.28,268.58,126.7,Credit Card,Corporate
ORD-04034,2025-02-12,CUST-0183,Furniture,Office Chair,North,Chandigarh,1,298.05,0.1,268.24,220.06,48.18,Debit Card,Corporate
ORD-04897,2025-02-12,CUST-0210,Clothing,T-Shirt,North,Chandigarh,4,54.17,0.0,216.68,126.2,90.48,UPI,Corporate
ORD-04297,2025-02-12,CUST-1154,Home & Kitchen,Cookware Set,West,Mumbai,7,132.02,0.2,739.31,439.94,299.37,Bank Transfer,Consumer
ORD-01464,2025-02-12,CUST-0391,Clothing,T-Shirt,South,Bengaluru,5,80.62,0.0,403.1,317.24,85.86,Bank Transfer,Consumer
ORD-02694,2025-02-12,CUST-0685,Electronics,Monitor,East,Guwahati,8,521.71,0.1,3756.31,2422.97,1333.34,Cash,Corporate
ORD-02963,2025-02-12,CUST-0762,Clothing,Backpack,South,Chennai,6,56.05,0.1,302.67,210.45,92.22,Credit Card,Consumer
ORD-03426,2025-02-12,CUST-0595,Office Supplies,Printer Paper,Central,Indore,8,39.94,0.0,319.52,217.66,101.86,Debit Card,Consumer
ORD-01062,2025-02-12,CUST-0305,Clothing,Backpack,Central,Indore,5,31.42,0.05,149.24,101.65,47.59,Bank Transfer,Small Business
ORD-02964,2025-02-13,CUST-1115,Electronics,Laptop,West,Mumbai,8,395.48,0.0,3163.84,2157.15,1006.69,UPI,Consumer
ORD-03065,2025-02-13,CUST-0692,Clothing,T-Shirt,Central,Indore,2,69.29,0.0,138.58,113.7,24.88,UPI,Consumer
ORD-03585,2025-02-13,CUST-1023,Office Supplies,Stapler,East,Bhubaneswar,1,34.88,0.1,31.39,25.55,5.84,Debit Card,Consumer
